"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"817","08017_SC_发电机空腔温度超限","08017_SC_GeneratorSpaceOverTemperature","6","0.0","10.0","","08017"
"819","08019_SC_发电机转速故障（转速继电器）","08019_SC_GeneratorSpeedFormSpeedRelay","6","0.0","40.0","","08019"
"820","08020_SC_发电机转速故障（计数模块1）","08020_SC_GeneratorSpeedFromCounterModule1Error","0","0.0","4.0","","08020"
"821","08021_SC_发电机转速故障（计数模块2）","08021_SC_GeneratorSpeedFromCounterModule2Error","0","0.0","4.0","","08021"
"822","08022_SC_发电机转速故障（变流器）","08022_SC_GeneratorSpeedFromConverterError","6","0.0","10.0","","08022"
"823","08023_SC_发电机转速最大值1","08023_SC_GeneratorSpeedMaxLevel1","6","0.0","2.0","","08023"
"824","08024_SC_发电机转速最大值2","08024_SC_GeneratorSpeedMaxLevel2","6","0.0","2.0","","08024"
"825","08025_SC_发电机绝缘低于20MΩ","08025_SC_GeneratorInsulationBelow20Megohm","6","0.0","2.0","","08025"
"826","08026_SC_发电机绝缘低于5MΩ","08026_SC_GeneratorInsulationBelow5Megohm","6","0.0","2.0","","08026"
"827","08027_SC_发电机空冷系统散热异常告警","08027_SC_GeneratorAirCoolingSystemAbnormalAlarm","0","0.0","2.0","","08027"
"828","08028_SC_发电机内循环超温","08028_SC_GeneratorInsideRecycleWindOverTemperature","6","0.0","10.0","","08028"
"829","08029_SC_发电机外循环超温","08029_SC_GeneratorOutsideRecycleWindOverTemperature","6","0.0","10.0","","08029"
"830","08030_SC_发电机碳刷磨损告警","08030_SC_GeneratorCarbonBrushWearAwayAlarm","0","0.0","10.0","","08030"
"840","08040_SC_发电机水冷泵电机保护正常","08040_SC_GeneratorWaterCoolingPumpMotorProtectionOK","0","0.0","0.1","","08040"
"841","08041_SC_机舱柜发电机风扇保护正常1","08041_SC_NacelleCabinetGeneratorFanProtectionOK1","0","0.0","0.1","","08041"
"842","08042_SC_机舱柜发电机风扇保护正常2","08042_SC_NacelleCabinetGeneratorFanMotorProtectionOK2","0","0.0","0.1","","08042"
"843","08043_SC_机舱柜发电机风扇电机加热器空开正常1","08043_SC_NacelleCabinetGeneratorRotoFanMotorHeaterFuseOK1","0","0.0","0.1","","08043"
"844","08044_SC_机舱柜发电机风扇电机加热器空开正常2","08044_SC_NacelleCabinetGeneratorFanMotorHeaterFuseOK2","0","0.0","0.1","","08044"
"845","08045_SC_机舱柜发电机加热器空开正常1","08045_SC_NacelleCabinetGeneratorHeaterFuseOK","0","0.0","0.1","","08045"
"846","08046_SC_机舱柜发电机加热器空开正常2","08046_SC_NacelleCabinetGeneratorHeaterFuseOK2","0","0.0","0.1","","08046"
"847","08047_SC_机舱柜发电机加热器空开正常3","08047_SC_NacelleCabinetGeneratorHeaterFuseOK3","0","0.0","0.1","","08047"
"848","08048_SC_机舱柜发电机加热器空开正常4","08048_SC_NacelleCabinetGeneratorHeaterFuseOK4","0","0.0","0.1","","08048"
"849","08049_SC_发电机水冷风扇电机保护正常1","08049_SC_GeneratorWaterCoolingFanMotorProtectionOK1","0","0.0","0.1","","08049"
"850","08050_SC_发电机水冷风扇电机保护正常2","08050_SC_GeneratorWaterCoolingPumpMotorProtectionOK2","0","0.0","0.1","","08050"
"851","08051_SC_发电机水冷风扇电机保护正常3","08051_SC_GeneratorWaterCoolingFanMotorProtectionOK3","0","0.0","0.1","","08051"
"852","08052_SC_发电机水冷风扇电机保护正常4","08052_SC_GeneratorWaterCoolingFanMotorProtectionOK4","0","0.0","0.1","","08052"
"853","08053_SC_发电机水冷风扇电机加热器空开正常1","08053_SC_GeneratorWaterCoolingFanMotorHeaterFuseOk1","0","0.0","0.1","","08053"
"854","08054_SC_发电机水冷风扇电机加热器空开正常2","08054_SC_GeneratorWaterCoolingPumpMotorHeaterFuseOK2","0","0.0","0.1","","08054"
"855","08055_SC_发电机水冷风扇电机加热器空开正常3","08055_SC_GeneratorWaterCoolingFanMotorHeaterFuseOk3","0","0.0","0.1","","08055"
"856","08056_SC_发电机水冷风扇电机加热器空开正常4","08056_SC_GeneratorWaterCoolingFanMotorHeaterFuseOK4","0","0.0","0.1","","08056"
"857","08057_SC_机舱信号柜发电机水位低1","08057_SC_NacelleCabinetLowVoltageGeneratorWaterLevelLow1","0","0.0","0.1","","08057"
"858","08058_SC_机舱信号柜发电机水位低2","08058_SC_NacelleCabinetLowVoltageGeneratorWaterLevelLow2","0","0.0","0.1","","08058"
"859","08059_SC_发电机水冷进水压力高","08059_SC_GeneratorCoolingInletWaterPressureHigh","6","0.0","2.0","","08059"
"860","08060_SC_发电机水冷进水压力低","08060_SC_GeneratorCoolingInletWaterPressureLow","6","0.0","2.0","","08060"
"861","08061_SC_发电机水冷出水压力高","08061_SC_GeneratorCoolingOutletWaterPressureHigh","6","0.0","2.0","","08061"
"862","08062_SC_发电机水冷出水压力低","08062_SC_GeneratorCoolingOutletWaterPressureLow","6","0.0","2.0","","08062"
"863","08063_SC_发电机水冷流量高1","08063_SC_GeneratorCoolingWaterFlow1High","6","0.0","2.0","","08063"
"864","08064_SC_发电机水冷流量低1","08064_SC_GeneratorCoolingWaterFlow1Low","6","0.0","2.0","","08064"
"865","08065_SC_发电机水冷流量高2","08065_SC_GeneratorCoolingWaterFlow2High","6","0.0","2.0","","08065"
"866","08066_SC_发电机水冷流量低2","08066_SC_GeneratorCoolingWaterFlow2Low","6","0.0","2.0","","08066"
"867","08067_SC_发电机风扇左进风口超温1","08067_SC_GeneratorFanInletLeftOverTemperature1","6","0.0","2.0","","08067"
"868","08068_SC_发电机风扇左出风口超温2","08068_SC_GeneratorFanOutletLeftOverTemperature2","6","0.0","2.0","","08068"
"869","08069_SC_发电机水冷系统冷却水温度超温","08069_SC_GeneratorWaterCoolingInletWaterOverTemperature","6","0.0","10.0","","08069"
"870","08070_SC_发电机水冷出水温度超温1","08070_SC_GeneratorWaterCoolingOutletWaterOverTemperature1","6","0.0","2.0","","08070"
"871","08071_SC_发电机水冷泵超温","08071_SC_GeneratorWaterCoolingWaterPumOverTemperature","6","0.0","2.0","","08071"
"872","08072_SC_发电机水冷风扇电机超温1","08072_SC_GeneratorWaterCoolingFanMotorOverTemperature1","6","0.0","2.0","","08072"
"873","08073_SC_发电机水冷风扇电机超温2","08073_SC_GeneratorWaterCoolingFanMotorOverTemperature2","6","0.0","2.0","","08073"
"874","08074_SC_发电机水冷风扇电机超温3","08074_SC_GeneratorWaterCoolingFanMotorOverTemperature3","6","0.0","2.0","","08074"
"875","08075_SC_发电机水冷风扇电机超温4","08075_SC_GeneratorWaterCoolingFanMotorOverTemperature4","6","0.0","2.0","","08075"
"876","08076_SC_发电机内循环进风超温1","08076_SC_GeneratorInsideWindInletOverTemperature1","6","0.0","2.0","","08076"
"877","08077_SC_发电机内循环出风超温1","08077_SC_GeneratorInsideWindOutletOverTemperature1","6","0.0","2.0","","08077"
"878","08078_SC_发电机水冷出水温度超温2","08078_SC_GeneratorWaterCoolingOutletWaterOverTemperature2","6","0.0","2.0","","08078"
"879","08079_SC_发电机风扇右进风口超温1","08079_SC_GeneratorFanInletRighOverTemperature1","6","0.0","2.0","","08079"
"880","08080_SC_发电机风扇右出风口超温2","08080_SC_GeneratorFanOutletRightOverTemperature2","6","0.0","2.0","","08080"
"881","08081_SC_发电机内循环进风超温2","08081_SC_GeneratorInsideWindInletOverTemperature2","6","0.0","2.0","","08081"
"882","08082_SC_发电机内循环出风超温2","08082_SC_GeneratorInsideWindOutletOverTemperature2","6","0.0","2.0","","08082"
"883","08083_SC_发电机水冷水压压差小","08083_SC_WaterPressureDifferenceTooSmall","6","0.0","2.0","","08083"
"884","08084_SC_发电机水冷自动补水系统液位低","08084_SC_GeneratorCoolingSystemMakeUpWaterTankLevelLow","0","0.0","2.0","","08084"
"901","09001_SC_齿轮箱油位低","09001_SC_GearboxOilLevelLow","6","0.0","5.0","","09001"
"902","09002_SC_齿轮箱油过温","09002_SC_GearboxOilOverTemperture","4","0.0","10.0","","09002"
"903","09003_SC_齿轮箱油温度低","09003_SC_GearboxOilLowTemperature","4","0.0","10.0","","09003"
"912","09012_SC_齿轮箱油冷却泵出口压力高","09012_SC_GearboxOilCoolingPumpOutletPressureHigh","0","0.0","1.0","","09012"
"913","09013_SC_齿轮箱油冷却泵出口压力低","09013_SC_GearboxOilCoolingPumpOutletPressureLow","0","0.0","20.0","","09013"
"914","09014_SC_齿轮箱油冷却器进口过温","09014_SC_GearboxOilCoolerInletOverTemperature","4","0.0","10.0","","09014"
"915","09015_SC_齿轮箱油冷却器出口过温","09015_SC_GearboxOilCoolerOutletOverTemperature","4","0.0","10.0","","09015"
"916","09016_SC_齿轮箱离线过滤泵出口压力高","09016_SC_GearboxBypassPumpOutletPressureHigh","0","0.0","2.0","名称修改20240202","09016"
"917","09017_SC_齿轮箱离线过滤泵出口压力低","09017_SC_GearboxBypassPumpOutletPressureLow","0","0.0","10.0","名称修改20240202","09017"
"918","09018_SC_齿轮箱主泵1_1滤芯压力高","09018_SC_GearboxMainPump1_1FilterPressureHigh","0","0.0","600.0","","09018"
"919","09019_SC_齿轮箱主泵1_2滤芯压力高","09019_SC_GearboxMainPump1_2FilterPressureHigh","0","0.0","600.0","","09019"
"920","09020_SC_齿轮箱主泵2_1滤芯压力高","09020_SC_GearboxMainPump2_1FilterPressureHigh","0","0.0","600.0","","09020"
"921","09021_SC_齿轮箱主泵2_2滤芯压力高","09021_SC_GearboxMainPump2_2FilterPressureHigh","0","0.0","600.0","","09021"
"922","09022_SC_齿轮箱A1口压力高","09022_SC_GearboxOilPressureHighA1","6","0.0","1.0","","09022"
"923","09023_SC_齿轮箱A1口压力低","09023_SC_GearboxOilPressureLowA1","6","0.0","10.0","","09023"
"924","09024_SC_齿轮箱A1口油过温","09024_SC_GearboxOilOverTemperatureA1","0","0.0","10.0","","09024"
"925","09025_SC_齿轮箱A2口压力高","09025_SC_GearboxOilPressureHighA2","6","0.0","1.0","","09025"
"926","09026_SC_齿轮箱A2口压力低","09026_SC_GearboxOilPressureLowA2","6","0.0","10.0","","09026"
"927","09027_SC_齿轮箱A2口油过温","09027_SC_GearboxOilOverTemperatureA2","0","0.0","10.0","","09027"
"928","09028_SC_齿轮箱A3口压力高","09028_SC_GearboxOilPressureHighA3","6","0.0","3.0","","09028"
"929","09029_SC_齿轮箱A3口压力低","09029_SC_GearboxOilPressureLowA3","6","0.0","10.0","","09029"
"930","09030_SC_齿轮箱A3口油过温","09030_SC_GearboxOilOverTemperatureA3","0","0.0","10.0","","09030"
"931","09031_SC_齿轮箱A4口压力高","09031_SC_GearboxOilPressureHighA4","6","0.0","1.0","","09031"
"932","09032_SC_齿轮箱A4口压力低","09032_SC_GearboxOilPressureLowA4","6","0.0","10.0","","09032"
"933","09033_SC_齿轮箱A4口油过温","09033_SC_GearboxOilOverTemperatureA4","0","0.0","10.0","","09033"
"934","09034_SC_齿轮箱油品金属检测故障","09034_SC_GearboxOilMetalSCaleError","0","0.0","2.0","","09034"
"935","09035_SC_齿轮箱润滑球阀堵塞A1","09035_SC_GearboxLubrationValveA1Blocked","6","0.0","1.0","","09035"
"936","09036_SC_齿轮箱润滑球阀堵塞A2","09036_SC_GearboxLubrationValveA2Blocked","6","0.0","1.0","","09036"
"937","09037_SC_齿轮箱润滑球阀堵塞B1","09037_SC_GearboxLubrationValveB1Blocked","6","0.0","1.0","","09037"
"938","09038_SC_齿轮箱润滑球阀堵塞B2","09038_SC_GearboxLubrationValveB2Blocked","6","0.0","1.0","","09038"
"939","09039_SC_齿轮箱油位变化过快","09039_SC_GearboxOilLevelChangeTooFast","4","0.0","2.0","","09039"
"940","09040_SC_齿轮箱漏油","09040_SC_GearboxOilLeak","6","0.0","2.0","","09040"
"941","09041_SC_齿轮箱主泵1_1高速运行压力错误","09041_SC_GearboxMainPump1_1HighSpeedOperationPressureError","0","0.0","5.0","","09041"
"942","09042_SC_齿轮箱主泵1_2高速运行压力错误","09042_SC_GearboxMainPump1_2HighSpeedOperationPressureError","0","0.0","5.0","","09042"
"943","09043_SC_齿轮箱主泵2_1高速运行压力错误","09043_SC_GearboxMainPump2_1HighSpeedOperationPressureError","0","0.0","5.0","","09043"
"944","09044_SC_齿轮箱主泵2_2高速运行压力错误","09044_SC_GearboxMainPump2_2HighSppedOperationPressureError","0","0.0","5.0","","09044"
"945","09045_SC_齿轮箱主泵1_1低速运行压力错误","09045_SC_GearboxMainPump1_1LowSpeedOperationPressureError","0","0.0","5.0","","09045"
"946","09046_SC_齿轮箱主泵1_2低速运行压力错误","09046_SC_GearboxMainPump1_2LowSpeedOperationPressureError","0","0.0","5.0","","09046"
"947","09047_SC_齿轮箱主泵2_1低速运行压力错误","09047_SC_GearboxMainPump2_1LowSpeedOperationPressureError","0","0.0","5.0","","09047"
"948","09048_SC_齿轮箱主泵2_2低速运行压力错误","09048_SC_GearboxMainPump2_2LowSpeedOperationPressureError","0","0.0","5.0","","09048"
"949","09049_SC_齿轮箱主泵1低速运行压力故障","09049_SC_GearboxMainPump1BothLowSpeedOperationPressureError","6","0.0","0.0","","09049"
"950","09050_SC_齿轮箱主泵2低速运行压力故障","09050_SC_GearboxMainPump2BothLowSpeedOperationPressureError","6","0.0","0.0","","09050"
"951","09051_SC_齿轮箱主泵1高速运行压力故障","09051_SC_GearboxMainPump1BothHighSpeedOperationPressureError","6","0.0","0.0","","09051"
"952","09052_SC_齿轮箱主泵2高速运行压力故障","09052_SC_GearboxMainPump2BothHighSpeedOperationPressureError","6","0.0","0.0","","09052"
"953","09053_SC_齿轮箱水泵进口压力高","09053_SC_GearboxWaterPumpInletPressureHigh","6","0.0","1.0","","09053"
"954","09054_SC_齿轮箱水泵进口压力低","09054_SC_GearboxWaterPumpInletPressureLow","6","0.0","10.0","","09054"
"957","09057_SC_齿轮箱水泵出口压力高","09057_SC_GearboxWaterPumpOutletPressureHigh","6","0.0","1.0","","09057"
"958","09058_SC_齿轮箱水泵出口压力低","09058_SC_GearboxWaterPumpOutletPressureLow","6","0.0","10.0","","09058"
"961","09061_SC_齿轮油过温","09061_SC_GearboxOilOverTemperature","4","0.0","10.0","","09061"
"963","09063_SC_齿轮箱离线过滤泵滤芯堵塞","09063_SC_GearboxBypassPumpFilterError","0","0.0","3600.0","名称修改20240202","09063"
"964","09064_SC_齿轮箱离线过滤泵滤芯堵塞警告","09064_SC_GearboxBypassPumpFilterWarning","0","0.0","2.0","名称修改20240202","09064"
"965","09065_SC_齿轮箱主泵1_1滤芯堵塞","09065_SC_GearboxMainPump1_1FilterError","0","0.0","3600.0","","09065"
"966","09066_SC_齿轮箱主泵1_1滤芯堵塞警告","09066_SC_GearboxMainPump1_1FilterWarning","0","0.0","2.0","","09066"
"967","09067_SC_齿轮箱主泵1_2滤芯堵塞","09067_SC_GearboxMainPump1_2FilterError","0","0.0","3600.0","","09067"
"968","09068_SC_齿轮箱主泵1_2滤芯堵塞警告","09068_SC_GearboxMainPump1_2FilterWarning","0","0.0","2.0","","09068"
"969","09069_SC_齿轮箱主泵2_1滤芯堵塞","09069_SC_GearboxMainPump2_1FilterError","0","0.0","3600.0","","09069"
"970","09070_SC_齿轮箱主泵2_1滤芯堵塞警告","09070_SC_GearboxMainPump2_1FilterWarning","0","0.0","2.0","","09070"
"971","09071_SC_齿轮箱主泵2_2滤芯堵塞","09071_SC_GearboxMainPump2_2FilterError","0","0.0","3600.0","","09071"
"972","09072_SC_齿轮箱主泵2_2滤芯堵塞警告","09072_SC_GearboxMainPump2_2FilterWarning","0","0.0","2.0","","09072"
"973","09073_SC_齿轮箱主轴承过温","09073_SC_GearboxMainBearingOverTemperature","6","0.0","5.0","","09073"
"974","09074_SC_齿轮箱轮毂侧轴承过温","09074_SC_GearboxHubSideBearingOverTemperature","6","0.0","5.0","","09074"
"975","09075_SC_齿轮箱发电机侧轴承过温","09075_SC_GearboxGeneratorSideBearingOverTemperature","6","0.0","5.0","","09075"
"976","09076_SC_齿轮箱主轴承轴向位移传感器1超限","09076_SC_GearboxMainBearingAxialDisplacementSensor1Max","6","0.0","0.5","","09076"
"977","09077_SC_齿轮箱主轴承轴向位移传感器2超限","09077_SC_GearboxMainBearingAxialDisplacementSensor2Max","6","0.0","0.5","","09077"
"978","09078_SC_齿轮箱主轴承轴向位移传感器3超限","09078_SC_GearboxMainBearingAxialDisplacementSensor3Max","6","0.0","0.5","","09078"
"979","09079_SC_齿轮箱主轴承轴向位移传感器4超限","09079_SC_GearboxMainBearingAxialDisplacementSensor4Max","6","0.0","0.5","","09079"
"980","09080_SC_齿轮箱主轴承轴向位移传感器5超限","09080_SC_GearboxMainBearingAxialDisplacementSensor5Max","6","0.0","0.5","","09080"
"981","09081_SC_齿轮箱主轴承轴向位移传感器6超限","09081_SC_GearboxMainBearingAxialDisplacementSensor6Max","6","0.0","0.5","","09081"
"982","09082_SC_齿轮箱主轴承轴向位移传感器7超限","09082_SC_GearboxMainBearingAxialDisplacementSensor7Max","6","0.0","0.5","","09082"
"983","09083_SC_齿轮箱主轴承轴向位移传感器8超限","09083_SC_GearboxMainBearingAxialDisplacementSensor8Max","6","0.0","0.5","","09083"
"984","09084_SC_齿轮箱主轴承内圈径向位移传感器1超限","09084_SC_GearboxMainBearingInnerRingDisplacementSensorMax1","6","0.0","0.5","","09084"
"985","09085_SC_齿轮箱主轴承内圈径向位移传感器2超限","09085_SC_GearboxMainBearingInnerRingDisplacementSensorMax2","6","0.0","0.5","","09085"
"986","09086_SC_齿轮箱主轴承内圈径向位移传感器3超限","09086_SC_GearboxMainBearingInnerRingDisplacementSensorMax3","6","0.0","0.5","","09086"
"987","09087_SC_齿轮箱主轴承内圈径向位移传感器4超限","09087_SC_GearboxMainBearingInnerRingDisplacementSensorMax4","6","0.0","0.5","","09087"
"993","09093_SC_齿轮油水分含量过大","09093_SC_GearboxOilWaterPercentMaximum","0","0.0","2.0","","09093"
"994","09094_SC_齿轮油清洁度检测4um","09094_SC_GearboxOil4MicronCleanliness","0","0.0","2.0","","09094"
"995","09095_SC_齿轮油清洁度检测6um","09095_SC_GearboxOil6MicronCleanliness","0","0.0","2.0","","09095"
"996","09096_SC_齿轮油清洁度检测14um","09096_SC_GearboxOil14MicronCleanliness","0","0.0","2.0","","09096"
"998","09098_SC_齿轮箱水温过高","09098_SC_GearboxWaterOverTemperature","6","0.0","1.0","","09098"
"1001","09101_SC_齿轮箱润滑空滤器开关1故障","09101_SC_GearboxOilAirPressureHigh1","0","0.0","2.0","","09101"
"1002","09102_SC_齿轮箱润滑空滤器开关2故障","09102_SC_GearboxOilAirPressureHigh2","0","0.0","2.0","","09102"
"1003","09103_SC_齿轮箱水泵运行压力故障","09103_SC_GearboxWaterPumpBothOperationPressure","6","0.0","2.0","","09103"
"1004","09104_SC_齿轮箱一级轴承过温","09104_SC_GearboxFirstStageBearingOverTemperature","6","0.0","1.0","","09104"
"1005","09105_SC_齿轮箱二级轴承过温","09105_SC_GearboxSecondStageBearingOverTemperature","6","0.0","1.0","","09105"
"1006","09106_SC_齿轮箱水泵1故障","09106_SC_GearboxWaterPump1OperationError","0","0.0","15.0","","09106"
"1007","09107_SC_齿轮箱水泵2故障","09107_SC_GearboxWaterPump2OperationError","0","0.0","15.0","","09107"
